finalResult,codeModule,moduleSession,ExternalQuiz,DataPlus,DualPlus,Folder,Forumng,Glossary,HomePage,HtmlActivity,OuCollaborate,OuContent,OuElluminate,OuWiki,PageClicks,Questionnaire,Quiz,RepeatActivity,Resource,SharedSubPage,SubPage,Url
Fail,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Fail,4,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Fail,1,0,0.0,0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0,1.0,0.0,9.0,1.0
Pass,2,1,0.0,0,0.0,0.0,15.0,0.0,30.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,51.0,0,0.0,0.0,11.0,1.0
Pass,0,0,0.0,0,0.0,0.0,76.0,0.0,23.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0,7.0,0.0,15.0,3.0
Pass,3,0,0.0,0,10.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,9.0,0.0,31.0,1.0
Fail,3,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pass,2,0,0.0,0,0.0,0.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,45.0,0,32.0,0.0,12.0,1.0
Pass,5,0,0.0,0,0.0,0.0,1.0,0.0,36.0,0.0,0.0,150.0,0.0,0.0,0.0,2.0,53.0,0,7.0,0.0,49.0,0.0
Fail,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pass,5,0,5.0,0,0.0,2.0,370.0,5.0,145.0,0.0,0.0,205.0,0.0,1.0,6.0,0.0,379.0,0,6.0,0.0,55.0,2.0
Fail,2,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pass,5,1,0.0,0,0.0,0.0,14.0,0.0,108.0,0.0,0.0,874.0,0.0,10.0,3.0,7.0,271.0,0,10.0,0.0,65.0,4.0
Pass,5,0,0.0,0,0.0,3.0,25.0,0.0,58.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,164.0,0,0.0,0.0,25.0,0.0
Pass,1,0,0.0,0,0.0,0.0,71.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0,26.0,0.0,9.0,0.0
Fail,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pass,2,0,0.0,0,0.0,0.0,2.0,0.0,39.0,0.0,0.0,340.0,0.0,9.0,1.0,4.0,469.0,0,9.0,0.0,47.0,1.0
Pass,6,0,0.0,0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,18.0,0,4.0,0.0,3.0,0.0
Pass,3,1,0.0,0,21.0,0.0,20.0,0.0,53.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,26.0,1.0
Fail,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Fail,2,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pass,5,1,0.0,0,0.0,2.0,3.0,0.0,122.0,0.0,0.0,494.0,0.0,0.0,0.0,0.0,529.0,0,1.0,0.0,62.0,1.0
Pass,1,1,0.0,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,5.0,0.0
Fail,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pass,4,0,0.0,0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,0,2.0,0.0,10.0,9.0
Pass,3,1,0.0,0,0.0,0.0,22.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,0.0,11.0,0.0
Pass,2,0,0.0,0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,28.0,0.0,0.0,3.0,0.0,259.0,0,36.0,0.0,34.0,6.0
Fail,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pass,0,0,1.0,0,0.0,0.0,339.0,0.0,82.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,12.0,2.0
Pass,3,0,0.0,0,6.0,0.0,8.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17.0,0.0,29.0,0.0
Fail,5,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Fail,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pass,5,1,0.0,0,0.0,2.0,5.0,0.0,49.0,0.0,0.0,241.0,0.0,2.0,0.0,0.0,39.0,0,2.0,0.0,43.0,1.0
Fail,2,0,0.0,0,0.0,0.0,122.0,0.0,48.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,93.0,0,6.0,0.0,20.0,10.0
Pass,5,0,2.0,0,0.0,0.0,43.0,0.0,75.0,0.0,0.0,389.0,0.0,3.0,4.0,5.0,211.0,0,2.0,0.0,50.0,5.0
Pass,2,0,0.0,0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,109.0,0,133.0,0.0,34.0,0.0
Fail,3,1,0.0,0,2.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,1.0
Fail,6,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Fail,4,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pass,5,0,6.0,0,0.0,0.0,94.0,0.0,69.0,0.0,0.0,229.0,0.0,1.0,0.0,0.0,200.0,0,3.0,0.0,53.0,2.0
Pass,1,0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pass,1,0,0.0,0,0.0,0.0,145.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18.0,0.0,24.0,1.0
Pass,1,1,0.0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pass,1,1,0.0,0,0.0,0.0,225.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,0.0,4.0,0.0
Pass,2,1,0.0,0,0.0,0.0,6.0,0.0,44.0,0.0,0.0,86.0,0.0,4.0,0.0,0.0,54.0,0,6.0,0.0,18.0,3.0
Pass,3,1,0.0,0,0.0,0.0,36.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,7.0,2.0
Fail,4,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Fail,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pass,5,0,0.0,0,0.0,0.0,49.0,0.0,51.0,0.0,0.0,232.0,0.0,0.0,1.0,0.0,73.0,0,4.0,0.0,18.0,2.0
Pass,1,0,0.0,0,0.0,0.0,149.0,7.0,101.0,0.0,11.0,121.0,0.0,0.0,0.0,0.0,24.0,0,19.0,0.0,14.0,0.0
Pass,0,0,0.0,0,0.0,0.0,6.0,0.0,20.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,3.0,0.0
Pass,6,0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,12.0,0,1.0,0.0,1.0,0.0
Pass,6,1,0.0,0,0.0,0.0,24.0,0.0,21.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,46.0,0,0.0,0.0,1.0,0.0
Fail,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pass,3,1,0.0,0,18.0,0.0,3.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,9.0,0.0,42.0,1.0
Pass,6,1,0.0,0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,12.0,0,4.0,0.0,3.0,0.0
Fail,4,0,0.0,0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,2.0,0.0,1.0,0.0
Pass,1,1,0.0,0,0.0,0.0,117.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,0.0,12.0,1.0
Pass,1,1,0.0,0,0.0,0.0,155.0,0.0,50.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,21.0,0.0,30.0,2.0
Pass,5,0,0.0,0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,0.0
Pass,3,1,0.0,0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,0.0,12.0,0.0
Pass,5,1,0.0,0,0.0,0.0,14.0,0.0,53.0,0.0,0.0,122.0,3.0,0.0,0.0,0.0,82.0,0,1.0,0.0,36.0,0.0
Pass,6,0,0.0,0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,56.0,0,2.0,0.0,2.0,0.0
Pass,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Fail,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Fail,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pass,5,0,9.0,0,0.0,0.0,8.0,0.0,59.0,0.0,0.0,374.0,0.0,0.0,2.0,0.0,136.0,0,2.0,0.0,33.0,0.0
Pass,5,0,0.0,0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,328.0,0.0,0.0,0.0,3.0,75.0,0,3.0,0.0,55.0,3.0
Pass,5,1,0.0,0,0.0,2.0,4.0,0.0,29.0,0.0,0.0,89.0,0.0,1.0,1.0,0.0,400.0,0,0.0,0.0,38.0,1.0
Pass,5,0,0.0,0,0.0,0.0,101.0,0.0,142.0,0.0,0.0,295.0,0.0,0.0,0.0,0.0,197.0,0,2.0,0.0,74.0,0.0
Pass,1,0,0.0,0,0.0,0.0,12.0,0.0,39.0,0.0,9.0,221.0,0.0,0.0,0.0,0.0,32.0,0,21.0,0.0,9.0,5.0
Pass,5,0,0.0,0,0.0,0.0,45.0,0.0,46.0,0.0,0.0,120.0,0.0,0.0,1.0,0.0,202.0,0,16.0,0.0,27.0,0.0
Pass,1,1,0.0,0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pass,3,0,0.0,0,5.0,0.0,94.0,0.0,53.0,0.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0,8.0,0.0,45.0,6.0
Pass,5,1,9.0,0,0.0,0.0,5.0,0.0,22.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0
Pass,0,0,0.0,0,0.0,0.0,9.0,0.0,32.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0,8.0,0.0,6.0,3.0
Fail,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pass,6,0,0.0,0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,18.0,0,4.0,0.0,3.0,0.0
Pass,5,0,0.0,0,0.0,0.0,17.0,0.0,36.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,140.0,0,4.0,0.0,31.0,2.0
Pass,1,0,0.0,0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,8.0,0.0,4.0,1.0
Pass,6,1,0.0,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,23.0,0,3.0,0.0,3.0,0.0
Pass,2,1,0.0,0,0.0,0.0,137.0,0.0,192.0,0.0,11.0,171.0,0.0,3.0,3.0,0.0,457.0,0,42.0,0.0,64.0,21.0
Pass,3,1,0.0,0,3.0,0.0,23.0,74.0,124.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0,47.0,0.0,190.0,2.0
Pass,2,0,0.0,0,0.0,0.0,0.0,0.0,90.0,0.0,5.0,199.0,0.0,0.0,4.0,0.0,686.0,0,39.0,0.0,48.0,1.0
Pass,6,0,0.0,0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,32.0,0,0.0,0.0,0.0,0.0
Pass,3,0,0.0,0,14.0,0.0,105.0,0.0,70.0,0.0,57.0,5.0,0.0,0.0,0.0,0.0,0.0,0,58.0,0.0,154.0,5.0
Pass,0,0,0.0,0,0.0,0.0,36.0,0.0,45.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0,11.0,0.0,16.0,0.0
Pass,1,0,0.0,0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pass,5,0,22.0,0,0.0,0.0,12.0,0.0,104.0,0.0,0.0,252.0,0.0,0.0,1.0,7.0,452.0,0,3.0,0.0,39.0,0.0
Pass,5,0,0.0,0,0.0,0.0,114.0,0.0,33.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,6.0,0,0.0,0.0,6.0,0.0
Fail,3,1,0.0,0,1.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.0,0.0,33.0,0.0
Fail,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Fail,6,0,0.0,0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,46.0,0,0.0,0.0,3.0,0.0
Fail,1,0,0.0,0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Fail,5,1,0.0,0,0.0,0.0,2.0,0.0,21.0,0.0,0.0,117.0,0.0,0.0,1.0,0.0,772.0,0,13.0,0.0,59.0,0.0
Pass,4,0,0.0,0,0.0,0.0,18.0,0.0,85.0,0.0,0.0,498.0,0.0,0.0,2.0,0.0,348.0,0,71.0,0.0,112.0,3.0
Fail,5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pass,4,0,0.0,0,0.0,0.0,249.0,0.0,114.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,66.0,0,2.0,0.0,13.0,15.0
Fail,1,0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,3.0,0.0
Pass,3,0,0.0,0,9.0,0.0,11.0,0.0,59.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0,24.0,0.0,37.0,6.0
Pass,3,0,0.0,0,7.0,0.0,1.0,0.0,30.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,24.0,0.0
Pass,6,0,0.0,0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0,4.0,0.0,2.0,0.0
Pass,1,0,0.0,0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,433.0,0.0,0.0,0.0,0.0,0.0,0,22.0,0.0,5.0,0.0
Pass,6,1,0.0,0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,19.0,0,5.0,0.0,1.0,0.0
Pass,1,1,0.0,0,0.0,0.0,67.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14.0,0.0,2.0,0.0
Pass,2,0,0.0,0,0.0,0.0,12.0,0.0,68.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,139.0,0,13.0,0.0,33.0,10.0
Pass,3,0,0.0,0,20.0,0.0,403.0,0.0,140.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0,22.0,0.0,81.0,6.0
Fail,5,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pass,3,1,0.0,0,1.0,0.0,13.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12.0,0.0,8.0,0.0
Fail,2,0,0.0,0,0.0,0.0,43.0,0.0,62.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,122.0,0,4.0,0.0,26.0,3.0
Pass,3,1,0.0,0,0.0,0.0,14.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.0,0.0,25.0,1.0
Pass,3,1,0.0,0,0.0,0.0,51.0,0.0,67.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0,18.0,0.0,10.0,0.0
Fail,5,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Fail,2,0,0.0,0,1.0,0.0,23.0,0.0,30.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,29.0,6.0
Pass,4,0,0.0,0,0.0,0.0,89.0,0.0,30.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,67.0,0,7.0,0.0,1.0,5.0
Pass,2,0,0.0,0,0.0,0.0,190.0,0.0,111.0,0.0,2.0,156.0,0.0,0.0,0.0,0.0,15.0,0,3.0,0.0,16.0,6.0
Pass,4,0,0.0,0,0.0,0.0,82.0,0.0,40.0,0.0,4.0,31.0,0.0,0.0,0.0,0.0,13.0,0,1.0,0.0,4.0,5.0
Pass,5,1,0.0,0,0.0,0.0,17.0,0.0,40.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,82.0,0,2.0,0.0,24.0,0.0
Pass,1,0,0.0,0,0.0,0.0,31.0,0.0,16.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,5.0,0.0
Fail,2,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Fail,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Fail,3,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pass,4,1,0.0,0,0.0,0.0,47.0,0.0,30.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,89.0,0,7.0,0.0,7.0,7.0
Pass,2,0,0.0,0,0.0,0.0,14.0,0.0,24.0,0.0,0.0,42.0,0.0,0.0,2.0,0.0,67.0,0,3.0,0.0,10.0,7.0
Pass,4,1,0.0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,7.0
Fail,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pass,5,0,15.0,0,0.0,0.0,7.0,0.0,145.0,0.0,0.0,555.0,0.0,2.0,0.0,0.0,563.0,0,4.0,0.0,154.0,4.0
Pass,5,1,0.0,0,0.0,3.0,0.0,0.0,17.0,0.0,0.0,128.0,0.0,0.0,1.0,0.0,438.0,0,0.0,0.0,42.0,2.0
Pass,3,1,0.0,0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0
Pass,4,0,0.0,0,0.0,0.0,107.0,0.0,70.0,0.0,0.0,57.0,0.0,6.0,0.0,0.0,60.0,0,3.0,0.0,13.0,0.0
Fail,6,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
Pass,1,0,0.0,0,0.0,0.0,26.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0,0.0,0.0,0.0,0.0
