finalResult,codeModule,moduleSession,ExternalQuiz,DataPlus,DualPlus,Folder,Forumng,Glossary,HomePage,HtmlActivity,OuCollaborate,OuContent,OuElluminate,OuWiki,PageClicks,Questionnaire,Quiz,RepeatActivity,Resource,SharedSubPage,SubPage,Url
Pass,5,0,0.0,0.0,0.0,0,630.0,0.0,316.0,0.0,15.0,724.0,0.0,22.0,4.0,9.0,652.0,0.0,6.0,0.0,205.0,9.0
Fail,4,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pass,3,0,0.0,0.0,0.0,0,53.0,0.0,69.0,0.0,0.0,85.0,0.0,26.0,0.0,0.0,0.0,0.0,7.0,0.0,30.0,1.0
Pass,1,1,0.0,0.0,0.0,0,88.0,0.0,34.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,0.0,21.0,4.0
Fail,5,0,0.0,0.0,0.0,0,62.0,0.0,54.0,0.0,4.0,36.0,0.0,1.0,0.0,3.0,1.0,0.0,4.0,0.0,60.0,0.0
Fail,5,0,0.0,0.0,0.0,0,7.0,0.0,18.0,0.0,0.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,21.0,0.0
Pass,5,1,0.0,0.0,0.0,0,167.0,0.0,133.0,0.0,0.0,621.0,6.0,30.0,7.0,7.0,89.0,0.0,14.0,0.0,95.0,10.0
Pass,5,1,0.0,0.0,0.0,0,183.0,0.0,182.0,0.0,0.0,617.0,24.0,22.0,6.0,9.0,216.0,0.0,14.0,0.0,139.0,22.0
Fail,4,0,0.0,0.0,0.0,0,42.0,0.0,75.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,12.0,6.0
Pass,2,0,0.0,0.0,0.0,0,873.0,0.0,205.0,0.0,0.0,364.0,0.0,0.0,0.0,0.0,445.0,0.0,7.0,0.0,58.0,79.0
Pass,1,0,0.0,0.0,0.0,0,50.0,1.0,41.0,0.0,9.0,36.0,0.0,0.0,0.0,0.0,92.0,0.0,7.0,0.0,11.0,0.0
Pass,1,1,0.0,0.0,0.0,0,136.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,9.0,1.0,20.0,7.0
Fail,0,0,0.0,0.0,0.0,0,32.0,0.0,48.0,0.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,24.0,1.0
Fail,4,0,0.0,0.0,0.0,0,44.0,0.0,92.0,0.0,4.0,218.0,0.0,0.0,0.0,0.0,209.0,0.0,3.0,0.0,2.0,8.0
Fail,1,0,0.0,0.0,0.0,0,15.0,0.0,36.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,9.0,0.0,20.0,4.0
Pass,2,1,0.0,0.0,0.0,0,14.0,0.0,91.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,413.0,0.0,12.0,0.0,56.0,4.0
Pass,0,0,0.0,0.0,0.0,0,109.0,0.0,54.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,14.0
Pass,3,0,0.0,0.0,0.0,0,0.0,0.0,18.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,38.0,4.0
Fail,3,1,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0
Pass,2,0,0.0,0.0,0.0,0,16.0,0.0,58.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,184.0,0.0,14.0,0.0,27.0,6.0
Pass,5,0,0.0,0.0,0.0,0,54.0,0.0,78.0,2.0,0.0,282.0,0.0,0.0,0.0,3.0,202.0,0.0,5.0,0.0,96.0,4.0
Fail,3,0,0.0,0.0,0.0,0,1.0,0.0,22.0,0.0,12.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
Pass,5,0,0.0,0.0,0.0,0,1951.0,0.0,583.0,0.0,2.0,455.0,0.0,19.0,1.0,9.0,630.0,0.0,35.0,0.0,194.0,19.0
Fail,2,1,0.0,0.0,0.0,0,179.0,0.0,56.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,7.0,5.0
Pass,5,1,0.0,0.0,0.0,0,180.0,0.0,222.0,0.0,0.0,761.0,2.0,50.0,9.0,7.0,382.0,0.0,31.0,0.0,265.0,18.0
Pass,5,0,0.0,0.0,0.0,0,49.0,0.0,122.0,0.0,0.0,379.0,0.0,27.0,1.0,9.0,433.0,0.0,7.0,0.0,94.0,6.0
Pass,1,0,0.0,0.0,0.0,0,131.0,0.0,65.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,16.0,0.0,11.0,3.0
Fail,1,0,0.0,0.0,0.0,0,63.0,0.0,63.0,0.0,4.0,81.0,0.0,0.0,0.0,0.0,61.0,0.0,22.0,0.0,30.0,1.0
Pass,2,0,0.0,0.0,0.0,0,84.0,0.0,94.0,2.0,2.0,113.0,0.0,3.0,3.0,3.0,279.0,0.0,22.0,0.0,103.0,5.0
Pass,6,0,0.0,0.0,0.0,0,66.0,0.0,17.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0
Pass,3,1,0.0,0.0,0.0,0,238.0,0.0,256.0,0.0,3.0,212.0,0.0,26.0,0.0,0.0,930.0,0.0,88.0,0.0,115.0,5.0
Fail,0,0,0.0,0.0,0.0,0,55.0,1.0,43.0,0.0,1.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,31.0,3.0
Fail,2,0,0.0,0.0,0.0,0,0.0,0.0,34.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,42.0,0.0,8.0,0.0,16.0,5.0
Pass,5,1,0.0,0.0,0.0,0,200.0,0.0,137.0,0.0,3.0,277.0,0.0,22.0,5.0,0.0,82.0,0.0,6.0,0.0,112.0,7.0
Pass,1,1,0.0,0.0,0.0,0,144.0,0.0,53.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,25.0,0.0,7.0,0.0,34.0,18.0
Fail,1,0,0.0,0.0,0.0,0,0.0,0.0,28.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,3.0,0.0
Pass,4,0,0.0,0.0,0.0,0,28.0,0.0,139.0,0.0,2.0,122.0,0.0,6.0,0.0,0.0,180.0,0.0,12.0,0.0,31.0,22.0
Pass,3,1,0.0,0.0,0.0,0,143.0,3.0,148.0,0.0,0.0,36.0,4.0,35.0,0.0,0.0,0.0,0.0,15.0,0.0,35.0,16.0
Pass,2,0,0.0,0.0,0.0,0,4.0,0.0,115.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,534.0,0.0,2.0,0.0,24.0,4.0
Fail,5,0,0.0,0.0,0.0,0,399.0,0.0,162.0,0.0,1.0,219.0,0.0,17.0,0.0,3.0,202.0,0.0,7.0,0.0,39.0,0.0
Pass,0,0,0.0,4.0,0.0,0,520.0,1.0,286.0,0.0,0.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,78.0,46.0
Pass,3,0,0.0,0.0,0.0,0,17.0,20.0,57.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,27.0,0.0
Fail,5,1,0.0,0.0,0.0,0,203.0,0.0,172.0,0.0,0.0,378.0,16.0,25.0,8.0,12.0,175.0,0.0,12.0,0.0,145.0,14.0
Fail,1,1,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Pass,5,1,0.0,0.0,0.0,0,186.0,0.0,282.0,0.0,19.0,1082.0,0.0,39.0,2.0,10.0,438.0,0.0,5.0,0.0,239.0,14.0
Fail,2,0,0.0,0.0,0.0,0,86.0,0.0,163.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,232.0,0.0,18.0,0.0,18.0,27.0
Pass,5,0,0.0,0.0,0.0,0,377.0,0.0,194.0,2.0,2.0,390.0,0.0,13.0,2.0,3.0,169.0,0.0,14.0,0.0,114.0,17.0
Pass,2,0,0.0,0.0,0.0,0,2.0,0.0,102.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,153.0,0.0,4216.0,0.0,35.0,4.0
Fail,3,1,0.0,0.0,0.0,0,308.0,0.0,288.0,0.0,0.0,104.0,0.0,165.0,0.0,0.0,0.0,0.0,45.0,0.0,102.0,45.0
Fail,6,0,0.0,0.0,0.0,0,44.0,0.0,50.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,15.0,0.0
Fail,4,0,0.0,0.0,0.0,0,5.0,0.0,61.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,108.0,0.0,8.0,0.0,3.0,0.0
Pass,5,0,0.0,0.0,0.0,0,244.0,0.0,158.0,3.0,7.0,379.0,0.0,16.0,3.0,3.0,151.0,0.0,110.0,0.0,168.0,15.0
Pass,1,0,0.0,0.0,0.0,0,20.0,0.0,112.0,0.0,1.0,129.0,0.0,0.0,0.0,0.0,34.0,0.0,39.0,0.0,32.0,2.0
Pass,1,0,0.0,0.0,0.0,0,422.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,15.0,5.0
Pass,1,1,0.0,0.0,0.0,0,63.0,1.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,3.0,0.0,10.0,2.0
Pass,1,1,0.0,0.0,0.0,0,530.0,1.0,167.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,2.0,3.0
Pass,2,1,0.0,0.0,0.0,0,138.0,0.0,242.0,0.0,2.0,501.0,0.0,0.0,0.0,0.0,245.0,0.0,124.0,0.0,104.0,52.0
Pass,3,1,0.0,0.0,0.0,0,77.0,0.0,132.0,0.0,0.0,56.0,0.0,17.0,0.0,0.0,0.0,0.0,24.0,0.0,48.0,26.0
Fail,4,1,0.0,0.0,0.0,0,0.0,0.0,25.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0
Fail,1,0,0.0,0.0,0.0,0,0.0,0.0,20.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0
Pass,5,0,0.0,0.0,0.0,0,104.0,0.0,57.0,0.0,0.0,69.0,0.0,2.0,2.0,8.0,64.0,0.0,7.0,0.0,48.0,4.0
Pass,1,0,0.0,0.0,0.0,0,554.0,1.0,291.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,21.0,0.0,60.0,0.0,54.0,20.0
Pass,0,0,0.0,2.0,0.0,0,13.0,0.0,111.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0
Pass,6,0,0.0,0.0,0.0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
Pass,6,1,0.0,0.0,0.0,0,14.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,6.0,0.0
Fail,3,0,0.0,0.0,0.0,0,236.0,0.0,205.0,0.0,1.0,28.0,0.0,32.0,0.0,0.0,0.0,0.0,11.0,0.0,51.0,5.0
Pass,3,1,0.0,0.0,0.0,0,7.0,0.0,61.0,0.0,0.0,36.0,0.0,8.0,0.0,0.0,0.0,0.0,26.0,0.0,95.0,4.0
Pass,6,1,0.0,0.0,0.0,0,45.0,0.0,26.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0
Fail,4,0,0.0,0.0,0.0,0,1.0,0.0,17.0,0.0,2.0,42.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Pass,1,1,0.0,0.0,0.0,0,509.0,0.0,195.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,10.0,21.0
Pass,1,1,0.0,0.0,0.0,0,398.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,42.0,1.0,185.0,4.0
Pass,5,0,0.0,0.0,0.0,0,46.0,0.0,97.0,0.0,0.0,234.0,0.0,13.0,0.0,8.0,324.0,0.0,10.0,0.0,66.0,2.0
Pass,3,1,0.0,0.0,0.0,0,96.0,0.0,75.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,31.0,26.0
Pass,5,1,0.0,0.0,0.0,0,206.0,0.0,228.0,0.0,0.0,501.0,12.0,62.0,5.0,11.0,135.0,0.0,9.0,0.0,140.0,24.0
Pass,6,0,0.0,0.0,0.0,0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,12.0,0.0
Pass,1,0,0.0,0.0,0.0,0,10.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,3.0,0.0,5.0,0.0
Fail,1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fail,2,0,0.0,0.0,0.0,0,3.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,2.0,0.0,11.0,2.0
Pass,5,0,0.0,0.0,0.0,0,30.0,0.0,89.0,4.0,2.0,375.0,0.0,16.0,0.0,3.0,153.0,0.0,14.0,0.0,74.0,2.0
Pass,5,0,0.0,0.0,0.0,0,127.0,0.0,159.0,4.0,0.0,358.0,0.0,19.0,0.0,9.0,332.0,0.0,9.0,0.0,104.0,8.0
Pass,5,1,0.0,0.0,0.0,0,64.0,0.0,27.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,0.0
Pass,5,0,0.0,0.0,0.0,0,275.0,0.0,177.0,0.0,6.0,324.0,0.0,3.0,1.0,0.0,411.0,0.0,16.0,0.0,129.0,1.0
Pass,1,0,0.0,0.0,0.0,0,11.0,0.0,43.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,8.0,2.0
Pass,5,0,0.0,0.0,0.0,0,305.0,0.0,119.0,1.0,1.0,28.0,0.0,0.0,2.0,0.0,240.0,0.0,20.0,0.0,68.0,6.0
Pass,1,1,0.0,0.0,0.0,0,26.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,6.0,0.0,9.0,0.0
Pass,3,0,0.0,0.0,0.0,0,433.0,7.0,193.0,0.0,7.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,72.0,12.0
Pass,5,1,0.0,0.0,0.0,0,110.0,0.0,100.0,0.0,3.0,284.0,0.0,27.0,4.0,3.0,156.0,0.0,3.0,0.0,82.0,9.0
Pass,0,0,0.0,0.0,0.0,0,53.0,0.0,103.0,0.0,1.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,17.0,7.0
Fail,5,0,0.0,0.0,0.0,0,197.0,0.0,68.0,0.0,3.0,118.0,0.0,23.0,0.0,0.0,114.0,0.0,28.0,0.0,48.0,6.0
Pass,6,0,0.0,0.0,0.0,0,22.0,0.0,14.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0
Pass,5,0,0.0,0.0,0.0,0,185.0,0.0,60.0,3.0,4.0,322.0,0.0,17.0,3.0,9.0,221.0,0.0,12.0,0.0,81.0,6.0
Pass,1,0,0.0,0.0,0.0,0,111.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,3.0,0.0,4.0,5.0
Pass,6,1,0.0,0.0,0.0,0,0.0,0.0,12.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0
Pass,2,1,0.0,0.0,0.0,0,290.0,0.0,244.0,0.0,3.0,323.0,0.0,2.0,0.0,0.0,666.0,0.0,22.0,0.0,76.0,17.0
Pass,3,1,0.0,0.0,0.0,0,280.0,8.0,367.0,0.0,0.0,74.0,2.0,80.0,0.0,0.0,0.0,0.0,32.0,0.0,195.0,26.0
Pass,2,0,0.0,0.0,0.0,0,42.0,0.0,138.0,0.0,9.0,489.0,0.0,0.0,0.0,0.0,258.0,0.0,18.0,0.0,33.0,12.0
Pass,6,0,0.0,0.0,0.0,0,0.0,0.0,17.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
Pass,3,0,0.0,0.0,0.0,0,80.0,11.0,92.0,0.0,6.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,40.0,4.0
Pass,0,0,0.0,0.0,0.0,0,75.0,2.0,119.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,58.0,31.0
Pass,1,0,0.0,0.0,0.0,0,118.0,0.0,38.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,4.0,2.0
Pass,5,0,0.0,0.0,0.0,0,98.0,0.0,72.0,0.0,0.0,211.0,0.0,17.0,0.0,9.0,68.0,0.0,3.0,0.0,45.0,2.0
Pass,5,0,0.0,0.0,0.0,0,232.0,0.0,202.0,0.0,0.0,227.0,0.0,29.0,5.0,10.0,247.0,0.0,17.0,0.0,109.0,1.0
Fail,3,1,0.0,0.0,0.0,0,118.0,0.0,256.0,0.0,0.0,199.0,4.0,50.0,1.0,0.0,0.0,0.0,61.0,0.0,185.0,103.0
Fail,1,1,0.0,0.0,0.0,0,11.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,0.0,3.0,2.0
Fail,6,0,0.0,0.0,0.0,0,0.0,0.0,18.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0
Fail,1,0,0.0,0.0,0.0,0,43.0,0.0,63.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,65.0,0.0,3.0,0.0,3.0,2.0
Fail,5,1,0.0,0.0,0.0,0,128.0,0.0,63.0,0.0,0.0,192.0,5.0,16.0,6.0,6.0,80.0,0.0,10.0,0.0,73.0,9.0
Pass,4,0,0.0,0.0,0.0,0,169.0,0.0,299.0,0.0,2.0,408.0,0.0,0.0,0.0,0.0,412.0,0.0,39.0,0.0,55.0,76.0
Fail,5,0,0.0,0.0,0.0,0,18.0,0.0,26.0,3.0,1.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0
Pass,4,0,0.0,0.0,0.0,0,772.0,0.0,326.0,0.0,2.0,487.0,0.0,0.0,0.0,0.0,96.0,0.0,38.0,0.0,11.0,83.0
Fail,1,0,0.0,0.0,0.0,0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,57.0,0.0,6.0,0.0,17.0,0.0
Pass,3,0,0.0,0.0,0.0,0,145.0,6.0,161.0,0.0,1.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,56.0,25.0
Pass,3,0,0.0,0.0,0.0,0,184.0,0.0,144.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,52.0,10.0
Pass,6,0,0.0,0.0,0.0,0,9.0,0.0,13.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,6.0,0.0
Pass,1,0,0.0,0.0,0.0,0,23.0,0.0,42.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,1.0
Pass,6,1,0.0,0.0,0.0,0,0.0,0.0,25.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0
Pass,1,1,0.0,0.0,0.0,0,173.0,0.0,71.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,33.0,0.0,32.0,0.0,22.0,5.0
Pass,2,0,0.0,0.0,0.0,0,21.0,0.0,127.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,654.0,0.0,8.0,0.0,40.0,16.0
Pass,3,0,0.0,0.0,0.0,0,211.0,0.0,226.0,0.0,13.0,78.0,0.0,37.0,0.0,0.0,0.0,0.0,25.0,0.0,166.0,21.0
Fail,5,1,0.0,0.0,0.0,0,57.0,0.0,33.0,0.0,0.0,53.0,0.0,0.0,13.0,0.0,10.0,0.0,0.0,0.0,27.0,1.0
Pass,3,1,0.0,0.0,0.0,0,23.0,0.0,47.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,12.0,5.0
Fail,2,0,0.0,0.0,0.0,0,58.0,0.0,80.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,253.0,0.0,11.0,0.0,41.0,2.0
Pass,3,1,0.0,0.0,0.0,0,446.0,4.0,542.0,0.0,0.0,37.0,10.0,41.0,0.0,0.0,0.0,0.0,58.0,0.0,224.0,111.0
Pass,3,1,0.0,0.0,0.0,0,398.0,40.0,433.0,0.0,0.0,73.0,6.0,36.0,0.0,0.0,0.0,0.0,27.0,0.0,147.0,14.0
Fail,5,1,0.0,0.0,0.0,0,75.0,0.0,49.0,0.0,0.0,97.0,1.0,0.0,4.0,0.0,1.0,0.0,7.0,0.0,56.0,3.0
Fail,2,0,0.0,0.0,0.0,0,68.0,0.0,121.0,0.0,3.0,62.0,0.0,18.0,0.0,0.0,411.0,0.0,21.0,0.0,116.0,5.0
Pass,4,0,0.0,0.0,0.0,0,215.0,0.0,138.0,0.0,0.0,311.0,0.0,0.0,0.0,0.0,73.0,0.0,1.0,0.0,8.0,16.0
Pass,2,0,0.0,0.0,0.0,0,347.0,0.0,278.0,0.0,3.0,256.0,0.0,0.0,0.0,0.0,200.0,0.0,22.0,0.0,50.0,22.0
Pass,4,0,0.0,0.0,0.0,0,249.0,0.0,162.0,0.0,2.0,255.0,0.0,0.0,0.0,0.0,89.0,0.0,2.0,0.0,2.0,25.0
Pass,5,1,0.0,0.0,0.0,0,124.0,0.0,61.0,0.0,0.0,184.0,6.0,1.0,5.0,0.0,348.0,0.0,13.0,0.0,67.0,9.0
Pass,1,0,0.0,0.0,0.0,0,196.0,8.0,80.0,0.0,5.0,175.0,0.0,0.0,0.0,0.0,35.0,0.0,146.0,0.0,26.0,2.0
Fail,2,1,0.0,0.0,0.0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fail,1,0,0.0,0.0,0.0,0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,5.0
Fail,3,1,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pass,4,1,0.0,0.0,0.0,0,39.0,0.0,88.0,0.0,1.0,313.0,0.0,0.0,0.0,0.0,105.0,0.0,8.0,0.0,14.0,28.0
Pass,2,0,0.0,0.0,0.0,0,63.0,0.0,139.0,0.0,2.0,284.0,0.0,0.0,0.0,0.0,262.0,0.0,85.0,0.0,49.0,20.0
Pass,4,1,0.0,0.0,0.0,0,6.0,0.0,70.0,0.0,8.0,337.0,0.0,0.0,0.0,0.0,98.0,0.0,1.0,0.0,1.0,17.0
Fail,1,1,0.0,0.0,0.0,0,59.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,26.0,0.0,49.0,10.0
Pass,5,0,0.0,0.0,0.0,0,113.0,1.0,145.0,4.0,2.0,363.0,0.0,48.0,1.0,0.0,0.0,0.0,21.0,0.0,122.0,25.0
Pass,5,1,0.0,0.0,0.0,0,7.0,0.0,26.0,0.0,0.0,100.0,0.0,0.0,2.0,0.0,80.0,0.0,6.0,0.0,48.0,4.0
